#description: MAxO therapeutic annotations for rare diseases
#date: 2023-07-13
#tracker: https://github.com/monarch-initiative/MAxO/issues
disease_id	disease_name	citation	maxo_id	maxo_label	hpo_id	maxo_relation	evidence_code	extension_id	extension_label	attribute	creator	last_update	created_on
MONDO:0014436	Bardet-biedl Syndrome 8	PMID:20301537	MAXO:0000088	dietary intervention	HP:0001513	TREATS	TAS				ORCID:0000-0001-7941-2961	2023-02-04	2022-02-15
MONDO:0014437	Bardet-biedl Syndrome 9	PMID:20301537	MAXO:0000088	dietary intervention	HP:0001513	TREATS	TAS				ORCID:0000-0001-7941-2961	2023-02-07	2022-02-15
MONDO:0014437	Bardet-biedl Syndrome 9	PMID:20301537	MAXO:0000930	speech therapy	HP:0000750	TREATS	TAS				ORCID:0000-0001-7941-2961	2023-02-07	2022-02-15
MONDO:0014438	Bardet-biedl Syndrome 10	PMID:20301537	MAXO:0000088	dietary intervention	HP:0001513	TREATS	TAS				ORCID:0000-0001-7941-2961	2023-02-04	2022-02-15
MONDO:0014439	Bardet-biedl Syndrome 11	PMID:20301537	MAXO:0000088	dietary intervention	HP:0001513	TREATS	TAS				ORCID:0000-0001-7941-2961	2023-02-07	2022-02-15
MONDO:0014440	Bardet-biedl Syndrome 12	PMID:20301537	MAXO:0000088	dietary intervention	HP:0001513	TREATS	TAS				ORCID:0000-0001-7941-2961	2023-02-07	2022-02-15
MONDO:0014441	Bardet-biedl Syndrome 13	PMID:20301537	MAXO:0000088	dietary intervention	HP:0001513	TREATS	TAS				ORCID:0000-0001-7941-2961	2023-02-07	2022-02-15
MONDO:0044308	Bardet-biedl Syndrome 21	PMID:20301537	MAXO:0000088	dietary intervention	HP:0001513	TREATS	TAS				ORCID:0000-0001-7941-2961	2023-02-07	2022-02-17
MONDO:0044308	Bardet-biedl Syndrome 21	PMID:20301537	MAXO:0000930	speech therapy	HP:0000750	TREATS	TAS				ORCID:0000-0001-7941-2961	2023-02-07	2022-02-17
MONDO:0014442	Bardet-biedl Syndrome 14	PMID:20301537	MAXO:0000088	dietary intervention	HP:0001513	TREATS	TAS				ORCID:0000-0001-7941-2961	2023-02-07	2022-02-17
MONDO:0010533	Arts Syndrome	PMID:8498830	MAXO:0000011	physical therapy	HP:0001251	TREATS	TAS				ORCID:0000-0001-5208-3432	2022-07-12	2022-02-22
MONDO:0014444	Bardet-biedl Syndrome 16	PMID:20301537	MAXO:0000088	dietary intervention	HP:0001513	TREATS	TAS				ORCID:0000-0001-7941-2961	2023-02-04	2022-02-25
MONDO:0010156	Spastic Paraplegia 20, Autosomal Recessive	PMID:20301556	MAXO:0000011	physical therapy	HP:0007340	PREVENTS	TAS				ORCID:0000-0002-4142-7153	2022-02-28	2022-02-28
MONDO:0010156	Spastic Paraplegia 20, Autosomal Recessive	PMID:20301556	MAXO:0000011	physical therapy	HP:0002061	PREVENTS	TAS				ORCID:0000-0002-4142-7153	2022-02-28	2022-02-28
MONDO:0010156	Spastic Paraplegia 20, Autosomal Recessive	PMID:20301556	MAXO:0000011	physical therapy	HP:0006986	PREVENTS	TAS				ORCID:0000-0002-4142-7153	2022-06-28	2022-02-28
MONDO:0010156	Spastic Paraplegia 20, Autosomal Recessive	PMID:20301556	MAXO:0000930	speech therapy	HP:0001260	TREATS	TAS				ORCID:0000-0002-4142-7153	2022-06-28	2022-02-28
MONDO:0010156	Spastic Paraplegia 20, Autosomal Recessive	PMID:20301556	MAXO:0000324	skeletal muscle relaxant agent therapy	HP:0002061	TREATS	TAS				ORCID:0000-0002-4142-7153	2022-06-28	2022-02-28
MONDO:0010156	Spastic Paraplegia 20, Autosomal Recessive	PMID:20301556	MAXO:0000324	skeletal muscle relaxant agent therapy	HP:0006986	TREATS	TAS				ORCID:0000-0002-4142-7153	2022-06-28	2022-02-28
MONDO:0010196	Werner Syndrome	PMID:20301687	MAXO:0000189	dyslipidemic agent therapy	HP:0005177	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-02-11	2022-02-28
MONDO:0010196	Werner Syndrome	PMID:20301687	MAXO:0000572	hypoglycemic agent therapy	HP:0000819	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-02-11	2022-02-28
MONDO:0010196	Werner Syndrome	PMID:20301687	MAXO:0000287	estrogen modifying agent therapy	HP:0000939	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-02-11	2022-02-28
MONDO:0010196	Werner Syndrome	PMID:20301687	MAXO:0000283	hormone modifying therapy	HP:0000939	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-02-11	2022-02-28
MONDO:0010196	Werner Syndrome	PMID:20301687	MAXO:0000110	vitamin D supplementation	HP:0000939	PREVENTS	TAS				ORCID:0000-0002-4142-7153	2023-02-11	2022-02-28
MONDO:0010196	Werner Syndrome	PMID:20301687	MAXO:0001139	calcium supplementation	HP:0000939	PREVENTS	TAS				ORCID:0000-0002-4142-7153	2023-02-11	2022-02-28
MONDO:0021056	Adenomatous Polyposis Coli	OMIM:175100	MAXO:0000221	nonsteroidal anti-inflammatory agent therapy	HP:0005227	TREATS	TAS				ORCID:0000-0001-7941-2961	2023-02-04	2022-03-01
MONDO:0021056	Adenomatous Polyposis Coli	OMIM:175100	MAXO:0001042	colectomy	HP:0005227	TREATS	TAS				ORCID:0000-0001-7941-2961	2023-02-04	2022-03-01
MONDO:0013252	Warsaw Breakage Syndrome	PMID:31169992	MAXO:0000930	speech therapy	HP:0001263	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-02-11	2022-03-17
MONDO:0013252	Warsaw Breakage Syndrome	PMID:31169992	MAXO:0000011	physical therapy	HP:0001263	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-02-11	2022-03-17
MONDO:0007039	Neurofibromatosis, Type Ii	PMID:20301380	MAXO:0000448	surgical resection	HP:0009592	TREATS	TAS				ORCID:0000-0001-5208-3432	2023-02-07	2022-03-17
MONDO:0007039	Neurofibromatosis, Type Ii	PMID:20301380	MAXO:0000448	surgical resection	HP:0009590	TREATS	TAS				ORCID:0000-0001-5208-3432	2023-02-07	2022-03-17
MONDO:0007039	Neurofibromatosis, Type Ii	PMID:20301380	MAXO:0000448	surgical resection	HP:0002888	TREATS	TAS				ORCID:0000-0001-5208-3432	2023-02-07	2022-03-17
MONDO:0007039	Neurofibromatosis, Type Ii	PMID:20301380	MAXO:0000448	surgical resection	HP:0009593	TREATS	TAS				ORCID:0000-0001-5208-3432	2023-02-07	2022-03-17
MONDO:0007039	Neurofibromatosis, Type Ii	PMID:20301380	MAXO:0000448	surgical resection	HP:0009589	TREATS	TAS				ORCID:0000-0001-5208-3432	2023-02-07	2022-03-17
MONDO:0007042	Saethre-chotzen Syndrome	PMID:20301368	MAXO:0000004	surgical procedure	HP:0000175	TREATS	TAS				ORCID:0000-0001-5208-3432	2023-02-07	2022-03-17
MONDO:0016862	Alagille Syndrome 1	PMID:20301450	MAXO:0001135	fat soluble vitamin supplementation	HP:0001508	TREATS	TAS				ORCID:0000-0001-5208-3432	2022-05-10	2022-05-06
MONDO:0016862	Alagille Syndrome 1	PMID:20301450	MAXO:0001175	liver transplantation	HP:0001399	TREATS	TAS				ORCID:0000-0001-5208-3432	2022-05-10	2022-05-06
MONDO:0007688	Myhre Syndrome	PMID:28406602	MAXO:0000011	physical therapy	HP:0001376	TREATS	TAS				ORCID:0000-0001-5208-3432	2022-05-16	2022-05-06
MONDO:0007688	Myhre Syndrome	PMID:28406602	MAXO:0000011	physical therapy	HP:0001387	TREATS	TAS				ORCID:0000-0001-5208-3432	2022-05-16	2022-05-06
MONDO:0007688	Myhre Syndrome	PMID:28406602	MAXO:0000066	supplemental oxygen therapy	HP:0002093	TREATS	TAS				ORCID:0000-0001-5208-3432	2022-05-16	2022-05-06
MONDO:0007688	Myhre Syndrome	PMID:28406602	MAXO:0000504	tracheostomy	HP:0004894	TREATS	TAS				ORCID:0000-0001-5208-3432	2022-05-16	2022-05-06
MONDO:0007510	Clouston Syndrome	PMID:20301379	MAXO:0000159	analgesic therapy	HP:0000972	TREATS	TAS				ORCID:0000-0001-5208-3432	2022-05-16	2022-04-27
MONDO:0013252	Warsaw Breakage Syndrome	PMID:31169992	MAXO:0009030	hearing aid usage	HP:0000365	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-02-11	2022-06-06
MONDO:0013252	Warsaw Breakage Syndrome	PMID:31169992	MAXO:0009025	cochlear device implantation	HP:0000365	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-02-11	2022-06-06
MONDO:0013252	Warsaw Breakage Syndrome	PMID:31169992	MAXO:0009031	auditory rehabilitation	HP:0000365	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-02-11	2022-06-06
MONDO:0013252	Warsaw Breakage Syndrome	PMID:31169992	MAXO:0009029	hearing therapy	HP:0000365	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-02-11	2022-06-06
MONDO:0013252	Warsaw Breakage Syndrome	PMID:31169992	MAXO:0000930	speech therapy	HP:0000365	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-02-11	2022-06-06
MONDO:0010200	Wilson Disease	PMID:20301685	MAXO:0001224	copper chelator agent therapy	HP:0010838	TREATS	TAS				ORCID:0000-0002-4142-7153	2022-06-28	2022-06-06
MONDO:0010200	Wilson Disease	PMID:20301685	MAXO:0001224	copper chelator agent therapy	MONDO:0010200	TREATS	TAS				ORCID:0000-0002-4142-7153	2022-06-28	2022-06-06
MONDO:0010200	Wilson Disease	PMID:20301685	MAXO:0000112	food antioxidant supplementation	MONDO:0010200	TREATS	TAS				ORCID:0000-0002-4142-7153	2022-06-28	2022-06-06
MONDO:0010196	Werner Syndrome	PMID:20301687	MAXO:0009043	cataract extraction with intraocular lens insertion	HP:0000518	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-02-11	2022-06-06
MONDO:0010156	Spastic Paraplegia 20, Autosomal Recessive	PMID:20301556	MAXO:0009015	botulinum toxin therapy	HP:0000012	TREATS	TAS				ORCID:0000-0002-4142-7153	2022-06-28	2022-06-06
MONDO:0010156	Spastic Paraplegia 20, Autosomal Recessive	PMID:20301556	MAXO:0009015	botulinum toxin therapy	HP:0002061	TREATS	TAS				ORCID:0000-0002-4142-7153	2022-06-28	2022-06-06
MONDO:0010156	Spastic Paraplegia 20, Autosomal Recessive	PMID:20301556	MAXO:0009015	botulinum toxin therapy	HP:0006986	TREATS	TAS				ORCID:0000-0002-4142-7153	2022-06-28	2022-06-06
MONDO:0007635	Frasier Syndrome	PMID:32352694	MAXO:0001055	gonadectomy	HP:0000149	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-02-11	2022-06-07
MONDO:0008682	Denys-drash Syndrome	PMID:32352694	MAXO:0001055	gonadectomy	HP:0000149	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-03-16	2022-06-07
MONDO:0007635	Frasier Syndrome	PMID:32352694	MAXO:0000652	ACE inhibitor therapy	HP:0000097	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-02-11	2022-06-07
MONDO:0008682	Denys-drash Syndrome	PMID:32352694	MAXO:0000652	ACE inhibitor therapy	HP:0000097	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-03-04	2022-06-07
MONDO:0008682	Denys-drash Syndrome	PMID:32352694	MAXO:0000652	ACE inhibitor therapy	HP:0001967	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-03-04	2022-06-07
MONDO:0008682	Denys-drash Syndrome	PMID:32352694	MAXO:0000652	ACE inhibitor therapy	HP:0000100	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-03-04	2022-06-07
MONDO:0008682	Denys-drash Syndrome	PMID:32352694	MAXO:0000652	ACE inhibitor therapy	HP:0003774	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-03-04	2022-06-07
MONDO:0009733	Nephrotic Syndrome, Type 4	PMID:32352694	MAXO:0000652	ACE inhibitor therapy	HP:0000097	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-02-11	2022-06-07
MONDO:0009733	Nephrotic Syndrome, Type 4	PMID:32352694	MAXO:0000652	ACE inhibitor therapy	HP:0001967	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-02-11	2022-06-07
MONDO:0009733	Nephrotic Syndrome, Type 4	PMID:32352694	MAXO:0000652	ACE inhibitor therapy	HP:0000100	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-02-11	2022-06-07
MONDO:0007635	Frasier Syndrome	PMID:32352694	MAXO:0000652	ACE inhibitor therapy	HP:0000100	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-02-11	2022-06-07
MONDO:0007635	Frasier Syndrome	PMID:32352694	MAXO:0000652	ACE inhibitor therapy	HP:0003774	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-02-11	2022-06-07
MONDO:0007635	Frasier Syndrome	PMID:32352694	MAXO:0000190	RAAS inhibitor therapy	HP:0003774	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-02-11	2022-06-07
MONDO:0007635	Frasier Syndrome	PMID:32352694	MAXO:0000190	RAAS inhibitor therapy	HP:0000100	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-02-11	2022-06-07
MONDO:0007635	Frasier Syndrome	PMID:32352694	MAXO:0000190	RAAS inhibitor therapy	HP:0000097	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-02-11	2022-06-07
MONDO:0008682	Denys-drash Syndrome	PMID:32352694	MAXO:0000190	RAAS inhibitor therapy	HP:0000097	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-03-04	2022-06-07
MONDO:0008682	Denys-drash Syndrome	PMID:32352694	MAXO:0000190	RAAS inhibitor therapy	HP:0001967	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-03-04	2022-06-07
MONDO:0008682	Denys-drash Syndrome	PMID:32352694	MAXO:0000190	RAAS inhibitor therapy	HP:0000100	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-03-04	2022-06-07
MONDO:0008682	Denys-drash Syndrome	PMID:32352694	MAXO:0000190	RAAS inhibitor therapy	HP:0003774	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-03-04	2022-06-07
MONDO:0009733	Nephrotic Syndrome, Type 4	PMID:32352694	MAXO:0000190	RAAS inhibitor therapy	HP:0000097	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-02-11	2022-06-07
MONDO:0009733	Nephrotic Syndrome, Type 4	PMID:32352694	MAXO:0000190	RAAS inhibitor therapy	HP:0001967	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-02-11	2022-06-07
MONDO:0009733	Nephrotic Syndrome, Type 4	PMID:32352694	MAXO:0000190	RAAS inhibitor therapy	HP:0000100	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-02-11	2022-06-07
MONDO:0009733	Nephrotic Syndrome, Type 4	PMID:32352694	MAXO:0000653	angiotensin receptor blocker therapy	HP:0000097	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-02-11	2022-06-07
MONDO:0009733	Nephrotic Syndrome, Type 4	PMID:32352694	MAXO:0000653	angiotensin receptor blocker therapy	HP:0001967	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-02-11	2022-06-07
MONDO:0009733	Nephrotic Syndrome, Type 4	PMID:32352694	MAXO:0000653	angiotensin receptor blocker therapy	HP:0000100	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-02-11	2022-06-07
MONDO:0008682	Denys-drash Syndrome	PMID:32352694	MAXO:0000653	angiotensin receptor blocker therapy	HP:0000097	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-03-04	2022-06-07
MONDO:0008682	Denys-drash Syndrome	PMID:32352694	MAXO:0000653	angiotensin receptor blocker therapy	HP:0001967	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-03-04	2022-06-07
MONDO:0008682	Denys-drash Syndrome	PMID:32352694	MAXO:0000653	angiotensin receptor blocker therapy	HP:0000100	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-03-04	2022-06-07
MONDO:0008682	Denys-drash Syndrome	PMID:32352694	MAXO:0000653	angiotensin receptor blocker therapy	HP:0003774	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-03-04	2022-06-07
MONDO:0007635	Frasier Syndrome	PMID:32352694	MAXO:0000653	angiotensin receptor blocker therapy	HP:0000097	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-02-11	2022-06-07
MONDO:0007635	Frasier Syndrome	PMID:32352694	MAXO:0000653	angiotensin receptor blocker therapy	HP:0000100	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-02-11	2022-06-07
MONDO:0012589	Pitt-hopkins Syndrome	PMID:22934316	MAXO:0000167	anticonvulsant agent therapy	HP:0001250	TREATS	TAS				ORCID:0000-0001-5208-3432	2023-02-12	2022-06-10
MONDO:0012439	Alagille Syndrome 2	PMID:20301450	MAXO:0001124	anticholesteric agent therapy	HP:0001396	TREATS	TAS				ORCID:0000-0001-5208-3432	2023-02-11	2022-06-10
MONDO:0007064	Severe Combined Immunodeficiency, Autosomal Recessive, T Cell-negative,b Cell-negative, Nk Cell-negative, Due To Adenosine Deaminase Deficiency	PMID:20301656	MAXO:0000061	antibacterial agent therapy	HP:0002718	TREATS	TAS				ORCID:0000-0001-5208-3432	2023-02-11	2022-06-10
MONDO:0007064	Severe Combined Immunodeficiency, Autosomal Recessive, T Cell-negative,b Cell-negative, Nk Cell-negative, Due To Adenosine Deaminase Deficiency	PMID:20301656	MAXO:0000168	antiviral agent therapy	HP:0004429	TREATS	TAS				ORCID:0000-0001-5208-3432	2023-02-11	2022-06-10
MONDO:0007064	Severe Combined Immunodeficiency, Autosomal Recessive, T Cell-negative,b Cell-negative, Nk Cell-negative, Due To Adenosine Deaminase Deficiency	PMID:20301656	MAXO:0000174	anti-fungal agent therapy	HP:0002841	TREATS	TAS				ORCID:0000-0001-5208-3432	2023-02-11	2022-06-10
MONDO:0018919	Mccune-albright Syndrome	PMID:25719192	MAXO:0000294	antithyroid agent therapy	HP:0000836	TREATS	TAS				ORCID:0000-0001-5208-3432	2022-12-03	2022-06-10
MONDO:0018919	Mccune-albright Syndrome	PMID:25719192	MAXO:0000234	aromatase inhibitor agent therapy	HP:0000826	TREATS	TAS				ORCID:0000-0001-5208-3432	2022-12-03	2022-06-10
MONDO:0018919	Mccune-albright Syndrome	PMID:25719192	MAXO:0000283	hormone modifying therapy	HP:0000845	TREATS	TAS				ORCID:0000-0001-5208-3432	2022-12-03	2022-06-10
MONDO:0018919	Mccune-albright Syndrome	PMID:25719192	MAXO:0001030	adrenalectomy	HP:0003118	TREATS	TAS				ORCID:0000-0001-5208-3432	2022-12-03	2022-06-10
MONDO:0008670	Waardenburg Syndrome, Type 1	PMID:20301703	MAXO:0009025	cochlear device implantation	HP:0008527	TREATS	TAS				ORCID:0000-0001-5208-3432	2023-02-11	2022-06-11
MONDO:0008221	Prolidase Deficiency	PMID:26110198	MAXO:0000061	antibacterial agent therapy	HP:0200042	TREATS	TAS				ORCID:0000-0001-5208-3432	2023-06-14	2022-06-11
MONDO:0008953	Zellweger Syndrome	PMID:20301621	MAXO:0009030	hearing aid usage	HP:0000407	TREATS	TAS				ORCID:0000-0002-4142-7153	2022-06-28	2022-06-13
MONDO:0009959	Refsum Disease, Infantile Form	PMID:20301621	MAXO:0009030	hearing aid usage	HP:0000407	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-02-07	2022-06-13
MONDO:0008736	Peroxisome Biogenesis Disorder 2b	PMID:20301621	MAXO:0009043	cataract extraction with intraocular lens insertion	HP:0010696	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-02-07	2022-06-13
MONDO:0008953	Zellweger Syndrome	PMID:20301621	MAXO:0009043	cataract extraction with intraocular lens insertion	HP:0000518	TREATS	TAS				ORCID:0000-0002-4142-7153	2022-06-28	2022-06-13
MONDO:0008736	Peroxisome Biogenesis Disorder 2b	PMID:20301621	MAXO:0001117	seizure prevention recommendation	HP:0001250	PREVENTS	TAS				ORCID:0000-0002-4142-7153	2023-02-07	2022-06-13
MONDO:0008953	Zellweger Syndrome	PMID:20301621	MAXO:0001117	seizure prevention recommendation	HP:0001250	PREVENTS	TAS				ORCID:0000-0002-4142-7153	2023-02-07	2022-06-13
MONDO:0010156	Spastic Paraplegia 20, Autosomal Recessive	PMID:20301556	MAXO:0000160	antidepressant agent therapy	HP:0000712	TREATS	TAS				ORCID:0000-0002-4142-7153	2022-06-28	2022-02-28
MONDO:0010533	Arts Syndrome	PMID:8498830	MAXO:0000946	neurosurgical procedure	HP:0001057	TREATS	TAS				ORCID:0000-0001-5208-3432	2023-02-11	2022-06-30
MONDO:0013895	Adams-oliver Syndrome 3	PMID:27077170	MAXO:0000946	neurosurgical procedure	HP:0001057	TREATS	TAS			comment: "reconstruction by a neurosurgeon"	ORCID:0000-0001-5208-3432	2023-02-12	2022-06-30
MONDO:0008234	Multiple Endocrine Neoplasia, Type Iia	PMID:20301434	MAXO:0000448	surgical resection	HP:0011781	TREATS	TAS				ORCID:0000-0001-5208-3432	2023-02-07	2022-06-30
MONDO:0008234	Multiple Endocrine Neoplasia, Type Iia	PMID:20301434	MAXO:0000448	surgical resection	HP:0002897	TREATS	TAS				ORCID:0000-0001-5208-3432	2023-02-07	2022-06-30
MONDO:0008234	Multiple Endocrine Neoplasia, Type Iia	PMID:20301434	MAXO:0000448	surgical resection	HP:0002865	TREATS	TAS				ORCID:0000-0001-5208-3432	2023-02-07	2022-06-30
MONDO:0008234	Multiple Endocrine Neoplasia, Type Iia	PMID:20301434	MAXO:0000429	external beam radiation therapy	HP:0002897	TREATS	TAS				ORCID:0000-0001-5208-3432	2023-02-07	2022-06-30
MONDO:0008234	Multiple Endocrine Neoplasia, Type Iia	PMID:20301434	MAXO:0000429	external beam radiation therapy	HP:0002865	TREATS	TAS				ORCID:0000-0001-5208-3432	2023-02-07	2022-06-30
MONDO:0008234	Multiple Endocrine Neoplasia, Type Iia	PMID:20301434	MAXO:0000448	surgical resection	HP:0000843	TREATS	TAS				ORCID:0000-0001-5208-3432	2023-02-07	2022-06-30
MONDO:0008234	Multiple Endocrine Neoplasia, Type Iia	PMID:20301434	MAXO:0000294	antithyroid agent therapy	HP:0011781	TREATS	TAS				ORCID:0000-0001-5208-3432	2023-02-07	2022-06-30
MONDO:0008082	Multiple Endocrine Neoplasia, Type Iib	PMID:20301434	MAXO:0000448	surgical resection	HP:0011781	TREATS	TAS				ORCID:0000-0001-5208-3432	2023-02-11	2022-06-30
MONDO:0008082	Multiple Endocrine Neoplasia, Type Iib	PMID:20301434	MAXO:0000429	external beam radiation therapy	HP:0002865	TREATS	TAS				ORCID:0000-0001-5208-3432	2023-02-11	2022-06-30
MONDO:0012098	Spinocerebellar Ataxia 20	PMID:20301644	MAXO:0000930	speech therapy	HP:0001260	TREATS	TAS				ORCID:0000-0001-5208-3432	2023-02-07	2022-06-30
MONDO:0012098	Spinocerebellar Ataxia 20	PMID:20301644	MAXO:0000930	speech therapy	HP:0001618	TREATS	TAS				ORCID:0000-0001-5208-3432	2023-02-07	2022-06-30
MONDO:0012098	Spinocerebellar Ataxia 20	PMID:20301644	MAXO:0000011	physical therapy	HP:0002066	TREATS	TAS				ORCID:0000-0001-5208-3432	2023-02-07	2022-06-30
MONDO:0100252	Tumoral Calcinosis, Hyperphosphatemic, Familial	PMID:29389098	MAXO:0010113	dietary phosphate intake avoidance	HP:0002905	TREATS	TAS				ORCID:0000-0001-5208-3432	2023-02-11	2022-06-30
MONDO:0100252	Tumoral Calcinosis, Hyperphosphatemic, Familial	PMID:29389098	MAXO:0000448	surgical resection	HP:0003761	TREATS	TAS				ORCID:0000-0001-5208-3432	2023-02-11	2022-06-30
MONDO:0100252	Tumoral Calcinosis, Hyperphosphatemic, Familial	PMID:29389098	MAXO:0010113	dietary phosphate intake avoidance	HP:0003761	TREATS	TAS				ORCID:0000-0001-5208-3432	2023-02-11	2022-06-30
MONDO:0100252	Tumoral Calcinosis, Hyperphosphatemic, Familial	PMID:29389098	MAXO:0000277	phosphate binders agent therapy	HP:0003761	TREATS	TAS				ORCID:0000-0001-5208-3432	2023-02-11	2022-06-30
MONDO:0100252	Tumoral Calcinosis, Hyperphosphatemic, Familial	PMID:29389098	MAXO:0000221	NSAID therapy	HP:0100774	TREATS	TAS				ORCID:0000-0001-5208-3432	2023-02-11	2022-06-30
