#description: MAxO/HPO curation file: diagnostic observability of HPO terms
#version: 2023-06-11
hpo_id	hpo_label	predicate_id	maxo_id	maxo_label	creator_id
HP:0020054	Abnormal erythrocyte physiology	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0005546	Increased red cell osmotic resistance	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0004825	Increased hemoglobin oxygen affinity	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0005502	Increased red cell osmotic fragility	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0025016	Abnormal capillary morphology	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0004915	Impairment of galactose metabolism	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0011878	Abnormal platelet membrane protein expression	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0011879	Decreased platelet glycoprotein Ib-IX-V	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0001975	Decreased platelet glycoprotein IIb-IIIa	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0031125	Decreased platelet alpha-2A-adrenergic receptor	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0031124	Decreased platelet thromboxane A2 receptor	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0031156	Decreased platelet glycoprotein Ib	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0011882	Decreased platelet P2Y12 receptor	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0011881	Decreased platelet glycoprotein VI	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0001939	Abnormality of metabolism/homeostasis	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0012689	Abnormal pineal melatonin secretion	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0009025	Increased connective tissue	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0012639	Abnormal nervous system morphology	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0011438	Maternal teratogenic exposure	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0000927	Abnormality of skeletal maturation	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0000864	Abnormality of the hypothalamus-pituitary axis	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0000834	Abnormality of the adrenal glands	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0000849	Adrenocortical abnormality	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0000812	Abnormal internal genitalia	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0010288	Abnormality of the sublingual glands	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0010287	Abnormality of the submandibular glands	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0010286	Abnormal salivary gland morphology	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0045073	Serositis	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0033137	Abnormal pulmonary alveolar system morphology	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0033012	Abnormal salivary metabolite concentration	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0012253	Abnormal respiratory epithelium morphology	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0000271	Abnormality of the face	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0012243	Abnormal reproductive system morphology	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0002817	Abnormality of the upper limb	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0002814	Abnormality of the lower limb	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0001574	Abnormality of the integument	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0000234	Abnormality of the head	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0002847	Impaired memory B cell generation	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0002846	Abnormal B cell morphology	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0002843	Abnormal T cell morphology	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0011028	Abnormality of blood circulation	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0011025	Abnormal cardiovascular system physiology	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0011033	Impairment of fructose metabolism	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0011032	Abnormality of fluid regulation	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0011017	Abnormal cellular physiology	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0011018	Abnormality of the cell cycle	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0012338	Abnormal energy expenditure	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0012339	Increased resting energy expenditure	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0012340	Decreased resting energy expenditure	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0011004	Abnormal systemic arterial morphology	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0012337	Abnormal homeostasis	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0012331	Abnormal autonomic nervous system morphology	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0012332	Abnormal autonomic nervous system physiology	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0000315	Abnormality of the orbital region	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0001627	Abnormal heart morphology	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0001732	Abnormality of the pancreas	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0000464	Abnormality of the neck	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0011116	Abnormality of interferon secretion	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0012448	Delayed myelination	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0011115	Abnormality of chemokine secretion	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0012447	Abnormal myelination	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0000471	Gastrointestinal angiodysplasia	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0012440	Abnormal biliary tract morphology	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0012443	Abnormality of brain morphology	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0001743	Abnormality of the spleen	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0011297	Abnormal digit morphology	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0012535	Abnormal synaptic transmission	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0032245	Abnormal metabolism	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0010885	Avascular necrosis	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0031983	Abnormal pulmonary thoracic imaging finding	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0008775	Abnormal prostate morphology	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0008742	Prominent prostate median bar	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0031065	Abnormal ovarian morphology	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0006009	Broad phalanx	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0033674	Pulmonary blood flow redistribution	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0031155	Increased Arden ratio of electrooculogram procedure	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0031131	Abnormal platelet phosphatidylserine exposure	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0031132	Impaired annexin V binding to platelet phosphatidylserine	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0031133	Increased annexin V binding to platelet phosphatidylserine	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0031272	Pulmonary arterial atherosclerosis	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0500048	Delayed canalization of nasolacrimal duct	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0031285	Abnormal perifollicular morphology	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0500019	Abnormal resting energy expenditure from metabolic cart test	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0025443	Abnormal cardiac atrial physiology	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0005168	Elevated right atrial pressure	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0031299	Elevated left atrial pressure	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0500016	Abnormal cardiac MRI	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0500015	Abnormal cardiac test	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0006278	Ectopic pancreatic tissue	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0032536	Increased number of lymph nodes	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0032537	Delayed fracture healing	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0032576	Intracellular accumulation of Dol-PP-GlcNAc2Man5	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0032580	Abnormal bulbus cordis morphology	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0011805	Abnormal skeletal muscle morphology	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0034430	Abnormal joint physiology	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0011718	Abnormality of the pulmonary veins	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0034484	Spinal cord calcifications	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0008178	Abnormal cartilage matrix	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0010478	Abnormality of the urachus	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0030733	Vesicoallantoic abdominal wall defect	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0010479	Patent urachus	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0030754	Allantoic cyst	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0010477	Aplasia of the bladder	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0011915	Cardiovascular calcification	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0034546	"Presence of uterus in 46,XY individual"	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0033241	Polyalveolar lobe	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0011855	Pharyngeal edema	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0011843	Abnormal musculoskeletal physiology	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0011844	Abnormal appendicular skeleton morphology	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0011842	Abnormal skeletal morphology	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0008271	Abnormal cartilage collagen	is_observable_through	MAXO:0000001	medical action	ORCID:0000-0002-0736-9199
HP:0002732	Lymph node hypoplasia	is_observable_through	MAXO:0000072	ultrasonography procedure	ORCID:0000-0002-0736-9199
HP:0025699	Perisylvian FDG hypermetabolism	is_observable_through	MAXO:0000137	positron emission tomography procedure	ORCID:0000-0002-0736-9199
HP:0032241	Cervical neoplasm	is_observable_through	MAXO:0000141	pap smear examination	ORCID:0000-0002-0736-9199
HP:0030079	Cervix cancer	is_observable_through	MAXO:0000141	pap smear examination	ORCID:0000-0002-0736-9199
HP:0032242	Cervical intraepithelial neoplasia	is_observable_through	MAXO:0000141	pap smear examination	ORCID:0000-0002-0736-9199
HP:4000153	Cervical squamous cell papilloma	is_observable_through	MAXO:0000141	pap smear examination	ORCID:0000-0002-0736-9199
HP:0012085	Pyuria	is_observable_through	MAXO:0000143	urine cytology examination	ORCID:0000-0002-0736-9199
HP:0100586	Sterile pyuria	is_observable_through	MAXO:0000143	urine cytology examination	ORCID:0000-0002-0736-9199
HP:0020134	Increased urine neutrophil count	is_observable_through	MAXO:0000143	urine cytology examination	ORCID:0000-0002-0736-9199
HP:0100577	Urinary bladder inflammation	is_observable_through	MAXO:0000143	urine cytology examination	ORCID:0000-0002-0736-9199
HP:0020074	Crystalluria	is_observable_through	MAXO:0000143	urine cytology examination	ORCID:0000-0002-0736-9199
HP:0033068	Medication crystalluria	is_observable_through	MAXO:0000143	urine cytology examination	ORCID:0000-0002-0736-9199
HP:0033067	Cystine crystalluria	is_observable_through	MAXO:0000143	urine cytology examination	ORCID:0000-0002-0736-9199
HP:0032964	Uric acid crystalluria	is_observable_through	MAXO:0000143	urine cytology examination	ORCID:0000-0002-0736-9199
HP:0003526	Orotic acid crystalluria	is_observable_through	MAXO:0000143	urine cytology examination	ORCID:0000-0002-0736-9199
HP:0032961	Magnesium ammonium phosphate crystalluria	is_observable_through	MAXO:0000143	urine cytology examination	ORCID:0000-0002-0736-9199
HP:0034279	"2,8-dihydroxyadenine crystalluria"	is_observable_through	MAXO:0000143	urine cytology examination	ORCID:0000-0002-0736-9199
HP:0020146	Calcium carbonate crystalluria	is_observable_through	MAXO:0000143	urine cytology examination	ORCID:0000-0002-0736-9199
HP:0020145	Calcium oxalate crystalluria	is_observable_through	MAXO:0000143	urine cytology examination	ORCID:0000-0002-0736-9199
HP:0020144	Calcium phosphate crystalluria	is_observable_through	MAXO:0000143	urine cytology examination	ORCID:0000-0002-0736-9199
HP:0020176	Cholesterol crystalluria	is_observable_through	MAXO:0000143	urine cytology examination	ORCID:0000-0002-0736-9199
HP:0020075	Leucine crystalluria	is_observable_through	MAXO:0000143	urine cytology examination	ORCID:0000-0002-0736-9199
HP:0031197	Cellular urinary casts	is_observable_through	MAXO:0000143	urine cytology examination	ORCID:0000-0002-0736-9199
HP:0012616	Leukocyte cylindruria	is_observable_through	MAXO:0000143	urine cytology examination	ORCID:0000-0002-0736-9199
HP:0012617	Erythrocyte cylindruria	is_observable_through	MAXO:0000143	urine cytology examination	ORCID:0000-0002-0736-9199
HP:0031198	Renal tubular epithelial cell casts	is_observable_through	MAXO:0000143	urine cytology examination	ORCID:0000-0002-0736-9199
HP:0012614	Abnormal urine cytology	is_observable_through	MAXO:0000143	urine cytology examination	ORCID:0000-0002-0736-9199
HP:0032214	Increased urinary transitional epithelial cell count	is_observable_through	MAXO:0000143	urine cytology examination	ORCID:0000-0002-0736-9199
HP:0032213	Increased urinary renal tubular epithelial cell count	is_observable_through	MAXO:0000143	urine cytology examination	ORCID:0000-0002-0736-9199
HP:0032212	Increased urinary squamous epithelial cell count	is_observable_through	MAXO:0000143	urine cytology examination	ORCID:0000-0002-0736-9199
HP:0032211	Increased urinary epithelial cell count	is_observable_through	MAXO:0000143	urine cytology examination	ORCID:0000-0002-0736-9199
HP:0012615	Cylindruria	is_observable_through	MAXO:0000143	urine cytology examination	ORCID:0000-0002-0736-9199
HP:0032958	Urinary oval fat bodies	is_observable_through	MAXO:0000143	urine cytology examination	ORCID:0000-0002-0736-9199
HP:0032957	Dysmorphic hematuria	is_observable_through	MAXO:0000143	urine cytology examination	ORCID:0000-0002-0736-9199
HP:0002907	Microscopic hematuria	is_observable_through	MAXO:0000143	urine cytology examination	ORCID:0000-0002-0736-9199
HP:0012587	Macroscopic hematuria	is_observable_through	MAXO:0000143	urine cytology examination	ORCID:0000-0002-0736-9199
HP:0032568	Urinary mulberry cells	is_observable_through	MAXO:0000143	urine cytology examination	ORCID:0000-0002-0736-9199
HP:0031199	Acellular urinary casts	is_observable_through	MAXO:0000143	urine cytology examination	ORCID:0000-0002-0736-9199
HP:0031204	Bacterial cell casts	is_observable_through	MAXO:0000143	urine cytology examination	ORCID:0000-0002-0736-9199
HP:0031203	Fatty casts	is_observable_through	MAXO:0000143	urine cytology examination	ORCID:0000-0002-0736-9199
HP:0031202	Waxy casts	is_observable_through	MAXO:0000143	urine cytology examination	ORCID:0000-0002-0736-9199
HP:0031201	Granular casts	is_observable_through	MAXO:0000143	urine cytology examination	ORCID:0000-0002-0736-9199
HP:0031200	Hyaline casts	is_observable_through	MAXO:0000143	urine cytology examination	ORCID:0000-0002-0736-9199
HP:0000790	Hematuria	is_observable_through	MAXO:0000143	urine cytology examination	ORCID:0000-0002-0736-9199
HP:0032593	Myoglobin casts	is_observable_through	MAXO:0000143	urine cytology examination	ORCID:0000-0002-0736-9199
HP:0001195	Single umbilical artery	is_observable_through	MAXO:0000144	histological examination	ORCID:0000-0002-0736-9199
HP:0025461	Abnormal cell morphology	is_observable_through	MAXO:0000144	histological examination	ORCID:0000-0002-0736-9199
HP:0003653	Cellular metachromasia	is_observable_through	MAXO:0000144	histological examination	ORCID:0000-0002-0736-9199
HP:0003610	Fibroblast metachromasia	is_observable_through	MAXO:0000144	histological examination	ORCID:0000-0002-0736-9199
HP:0003657	Granular osmiophilic deposits (GROD) in cells	is_observable_through	MAXO:0000144	histological examination	ORCID:0000-0002-0736-9199
HP:0100685	Abnormal Sharpey fiber morphology	is_observable_through	MAXO:0000144	histological examination	ORCID:0000-0002-0736-9199
HP:0100686	Enthesitis	is_observable_through	MAXO:0000144	histological examination	ORCID:0000-0002-0736-9199
HP:0000934	Chondrocalcinosis	is_observable_through	MAXO:0000144	histological examination	ORCID:0000-0002-0736-9199
HP:0005017	Polyarticular chondrocalcinosis	is_observable_through	MAXO:0000144	histological examination	ORCID:0000-0002-0736-9199
HP:0500032	Abnormal neuron branching	is_observable_through	MAXO:0000144	histological examination	ORCID:0000-0002-0736-9199
HP:0034005	Decreased dendritic spine number	is_observable_through	MAXO:0000144	histological examination	ORCID:0000-0002-0736-9199
HP:0011416	Placental infarction	is_observable_through	MAXO:0000144	histological examination	ORCID:0000-0002-0736-9199
HP:0011415	Calcified placenta	is_observable_through	MAXO:0000144	histological examination	ORCID:0000-0002-0736-9199
HP:0011409	Abnormal placental membrane morphology	is_observable_through	MAXO:0000144	histological examination	ORCID:0000-0002-0736-9199
HP:0009775	Amniotic constriction ring	is_observable_through	MAXO:0000144	histological examination	ORCID:0000-0002-0736-9199
HP:0010491	Digital constriction ring	is_observable_through	MAXO:0000144	histological examination	ORCID:0000-0002-0736-9199
HP:0010483	Amniotic constriction rings of arms	is_observable_through	MAXO:0000144	histological examination	ORCID:0000-0002-0736-9199
HP:0010495	Amniotic constriction rings of legs	is_observable_through	MAXO:0000144	histological examination	ORCID:0000-0002-0736-9199
HP:0033552	Chronic villitis	is_observable_through	MAXO:0000144	histological examination	ORCID:0000-0002-0736-9199
HP:0025712	Spontaneous chorioamniotic separation	is_observable_through	MAXO:0000144	histological examination	ORCID:0000-0002-0736-9199
HP:0030763	Amniotic Sheet	is_observable_through	MAXO:0000144	histological examination	ORCID:0000-0002-0736-9199
HP:0012757	Abnormal neuron morphology	is_observable_through	MAXO:0000144	histological examination	ORCID:0000-0002-0736-9199
HP:0006802	Abnormal anterior horn cell morphology	is_observable_through	MAXO:0000144	histological examination	ORCID:0000-0002-0736-9199
HP:0007354	Amyotrophic lateral sclerosis	is_observable_through	MAXO:0000144	histological examination	ORCID:0000-0002-0736-9199
HP:4000150	Multinucleated neuron	is_observable_through	MAXO:0000144	histological examination	ORCID:0000-0002-0736-9199
HP:0007373	Motor neuron atrophy	is_observable_through	MAXO:0000144	histological examination	ORCID:0000-0002-0736-9199
HP:0025713	Neurite dystrophy	is_observable_through	MAXO:0000144	histological examination	ORCID:0000-0002-0736-9199
HP:0007277	Paucity of anterior horn motor neurons	is_observable_through	MAXO:0000144	histological examination	ORCID:0000-0002-0736-9199
HP:0012862	Abnormal germ cell morphology	is_observable_through	MAXO:0000144	histological examination	ORCID:0000-0002-0736-9199
HP:0012863	Abnormal male germ cell morphology	is_observable_through	MAXO:0000144	histological examination	ORCID:0000-0002-0736-9199
HP:0011020	Abnormality of mucopolysaccharide metabolism	is_observable_through	MAXO:0000144	histological examination	ORCID:0000-0002-0736-9199
HP:0001580	Pigmented micronodular adrenocortical disease	is_observable_through	MAXO:0000329	biopsy of adrenal cortex	ORCID:0000-0002-0736-9199
